description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes
"""Any process that modulates the frequency, rate or extent of the division of the cytoplasm of a cell and its separation into two daughter cells."" [GOC:mah]",11154,17208,7,"[[], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP""], [], [""IDA""], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of cytokinesis,GO:0032465,0.006761265642332704,"[""GO:0000910"", ""GO:0010564"", ""GO:0051302""]",0.035175879396984924,query_1,199,0.09859154929577464,True,GO:BP,71,7085,18,Entinostat,all_selected,55143 | 332 | 5347 | 10112 | 9928 | 6790 | 990,NAS | IDA | IMP | IBA
"""Catalytic activity that acts to modify DNA, driven by ATP hydrolysis."" [GOC:pdt]",11154,1509,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","ATP-dependent activity, acting on DNA",GO:0008094,0.006870375252876055,"[""GO:0140097"", ""GO:0140657""]",0.04020100502512563,query_1,199,0.0898876404494382,True,GO:MF,89,1509,1,Entinostat,all_selected,4171 | 4176 | 5888 | 641 | 7153 | 4173 | 9401 | 4172,IBA | IEA | IDA | IMP | TAS
APC/C-mediated degradation of cell cycle proteins,11154,39348,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",APC/C-mediated degradation of cell cycle proteins,REAC:R-HSA-174143,0.0075162625817566725,"[""REAC:R-HSA-453276""]",0.035175879396984924,query_1,199,0.08860759493670886,True,REAC,79,24,30,Entinostat,all_selected,11065 | 5347 | 890 | 27338 | 6790 | 891 | 991,REAC
Telomere Maintenance,11154,41910,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Telomere Maintenance,REAC:R-HSA-157579,0.0075162625817566725,"[""REAC:R-HSA-73886""]",0.03015075376884422,query_1,199,0.10526315789473684,True,REAC,57,2586,30,Entinostat,all_selected,2237 | 890 | 3978 | 641 | 5111 | 1736,REAC
Regulation of mitotic cell cycle,11154,41452,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Regulation of mitotic cell cycle,REAC:R-HSA-453276,0.0075162625817566725,"[""REAC:R-HSA-69278""]",0.035175879396984924,query_1,199,0.08860759493670886,True,REAC,79,2128,30,Entinostat,all_selected,11065 | 5347 | 890 | 27338 | 6790 | 891 | 991,REAC
"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",11154,14221,14,"[[], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IBA""], [], [""ISS""], [], [], [], [], [], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",negative regulation of organelle organization,GO:0010639,0.007746361359697648,"[""GO:0006996"", ""GO:0033043"", ""GO:0051129""]",0.07035175879396985,query_1,199,0.052434456928838954,True,GO:BP,267,4098,18,Entinostat,all_selected,55143 | 332 | 5347 | 10403 | 256949 | 891 | 55226 | 991 | 11130 | 1843 | 699 | 220134 | 57405 | 1901,NAS | IMP | IBA | IEA | IDA | ISS | TAS
"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",11154,20023,129,"[[], [""IEA""], [""IEA""], [""IEA""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [""IMP""], [""IEA""], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [""IDA"", ""TAS"", ""IEA""], [], [], [""IMP""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IBA"", ""IEA""], [""TAS""], [], [""IEA""], [], [], [""IBA"", ""TAS""], [""IMP"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS""], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IC"", ""IEA""], [""IBA"", ""TAS"", ""IEA""], [""IEA""], [], [""IDA"", ""IMP"", ""TAS"", ""IEA""], [""IMP"", ""IBA""], [], [""IDA"", ""IMP"", ""IEA""], [""IMP""], [""IDA"", ""IMP"", ""IEA""], [], [], [], [""IEA""], [""ISS""], [], [""IEA""], [""IEA""], [], [""IDA"", ""IPI"", ""IMP"", ""IGI"", ""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IDA"", ""IEA""], [""IDA""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [], [""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IMP"", ""ISS"", ""IEA""], [""IMP"", ""NAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IC"", ""IEA""], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IMP""], [""IBA"", ""IEA""], [], [""IEA""], [""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [""IBA""], [""IEA""], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [], [""IBA""], [""TAS"", ""IC""], [""IDA"", ""IBA"", ""IEA""], [""IMP"", ""ISS"", ""IEA""], [""IBA"", ""IEA""], [], [""IDA"", ""IMP"", ""TAS"", ""IEA""], [], [""IBA"", ""TAS"", ""IEA""], [], [""ISS"", ""IEA""], [""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IC""], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [""IBA""], [], [""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IEA""], [""TAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""TAS""], [""IDA"", ""IBA"", ""TAS""], [""ISS""], [""IMP"", ""TAS""], [], [""IEA""], [""ISS"", ""IBA"", ""TAS"", ""IEA""], [""IEA""], [""IEA""], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [""TAS"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IBA""], [""ISS"", ""IEA""], [""IBA"", ""TAS""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [""IEA""], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""NAS"", ""IC"", ""IEA""], [], [], [""IBA"", ""NAS"", ""IEA""], [""IDA"", ""ISS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IBA"", ""NAS"", ""IEA""], [""IBA"", ""TAS"", ""IEA""], [], [""IEA""], [""IEA""], [""IEA""], [""IDA"", ""IMP"", ""IGI"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""NAS"", ""IEA""], [""ISS"", ""IEA""], [""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IMP"", ""NAS""], [], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IC"", ""IEA""], [], [], [""IMP""], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [""IEA""], [""IDA"", ""TAS""], [], [""ISS"", ""IBA"", ""NAS"", ""IEA""], [], [""IEA""], [""IDA"", ""IBA"", ""IC"", ""IEA""], [], [], [], [""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IEA""], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [""IBA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [""IDA"", ""IBA"", ""NAS"", ""IC"", ""IEA""], [""IMP"", ""ISS"", ""IBA"", ""NAS"", ""IEA""], [], [], [""NAS""], []]",macromolecule metabolic process,GO:0043170,0.007746361359697648,"[""GO:0008152""]",0.6482412060301508,query_1,199,0.02196866485013624,True,GO:BP,5872,9900,18,Entinostat,all_selected,9590 | 7010 | 7512 | 1019 | 2305 | 11170 | 3953 | 10635 | 2237 | 332 | 11065 | 51659 | 8425 | 5577 | 687 | 4171 | 25855 | 80324 | 6628 | 55621 | 3835 | 5347 | 54555 | 890 | 9928 | 54606 | 83461 | 5348 | 7048 | 5730 | 9156 | 4783 | 3265 | 2202 | 3978 | 5478 | 90865 | 5036 | 22827 | 27338 | 1910 | 54982 | 8662 | 23246 | 4839 | 4176 | 22998 | 9079 | 10036 | 705 | 27000 | 81620 | 10957 | 10894 | 5888 | 641 | 9238 | 10248 | 4282 | 23029 | 5901 | 2193 | 54663 | 56342 | 6790 | 2354 | 5997 | 990 | 7298 | 55226 | 2157 | 1831 | 56915 | 993 | 57109 | 10195 | 8818 | 79050 | 2651 | 5354 | 6663 | 4830 | 5648 | 55388 | 991 | 8427 | 7153 | 79902 | 10330 | 84759 | 4303 | 5126 | 5111 | 55299 | 11338 | 4173 | 1843 | 60676 | 5725 | 60468 | 57134 | 699 | 1164 | 55576 | 9401 | 54107 | 2034 | 65005 | 2719 | 4172 | 11047 | 6627 | 581 | 1736 | 63876 | 10915 | 6183 | 1901 | 4521 | 79759 | 10799 | 3068 | 6943 | 57716 | 8896 | 6631 | 6629 | 65993 | 90480,IEA | IMP | IBA | TAS | IDA | NAS | IC | ISS | IPI | IGI
"""Any process that activates or increases the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",11154,21070,8,"[[], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [""IDA"", ""IMP""], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of mitotic cell cycle,GO:0045931,0.007792749928525506,"[""GO:0000278"", ""GO:0007346"", ""GO:0045787""]",0.04020100502512563,query_1,199,0.08333333333333333,True,GO:BP,96,10947,18,Entinostat,all_selected,1019 | 11065 | 6790 | 891 | 990 | 993 | 991 | 220134,IDA | IMP | ISS | TAS | IBA
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),11154,41486,4,"[[], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),REAC:R-HSA-5693554,0.007961595190388028,"[""REAC:R-HSA-5693537""]",0.020100502512562814,query_1,199,0.18181818181818182,True,REAC,22,2162,31,Entinostat,all_selected,10635 | 9156 | 5888 | 641,REAC
Resolution of D-loop Structures through Holliday Junction Intermediates,11154,41485,4,"[[], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Resolution of D-loop Structures through Holliday Junction Intermediates,REAC:R-HSA-5693568,0.007961595190388028,"[""REAC:R-HSA-5693537""]",0.020100502512562814,query_1,199,0.18181818181818182,True,REAC,22,2161,31,Entinostat,all_selected,10635 | 9156 | 5888 | 641,REAC
"""Binding to a DNA polymerase."" [GOC:BHF, GOC:mah]",11154,7889,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA polymerase binding,GO:0070182,0.008841381468441909,"[""GO:0019899""]",0.020100502512562814,query_1,199,0.2222222222222222,True,GO:MF,18,7889,7,Entinostat,all_selected,81620 | 5888 | 55226 | 5111,IBA | IPI
Resolution of D-Loop Structures,11154,41484,4,"[[], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Resolution of D-Loop Structures,REAC:R-HSA-5693537,0.009181999518171486,"[""REAC:R-HSA-5685942""]",0.020100502512562814,query_1,199,0.17391304347826086,True,REAC,23,2160,31,Entinostat,all_selected,10635 | 9156 | 5888 | 641,REAC
