description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes,representative_rank
"""A protein-DNA complex assembled at eukaryotic DNA replication origins immediately prior to the initiation of DNA replication. The preinitiation complex is formed by the assembly of additional proteins onto an existing prereplicative complex. In budding yeast, the additional proteins might include Cdc45p, Sld2p, Sld3p, Dpb11p, DNA polymerases, and others; in fission yeast the GINS complex is present."" [GOC:bf, GOC:hjd, GOC:jl, GOC:pr, GOC:rb, GOC:vw, PMID:12694535, PMID:15194812, PMID:17230184]",11154,35724,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS"", ""IBA""], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA replication preinitiation complex,GO:0031261,1.8908063593110676e-05,"[""GO:0005654"", ""GO:0032993"", ""GO:0140513""]",0.02512562814070352,query_1,199,0.45454545454545453,True,GO:CC,11,1055,12,Entinostat,all_selected,51659 | 4171 | 4176 | 4173 | 4172,IPI | ISS | IBA,4.0
"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",11154,34969,33,"[[], [], [], [], [], [""IDA""], [], [""IDA"", ""IEA""], [], [], [], [""IDA"", ""IBA""], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [], [""IDA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [], [], [], [], [], [], [], [""IDA""], [], [], [""IDA""], [], [""IDA"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [""IDA""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IEA""], [], [], [], [], [], [""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [""IDA"", ""IEA""], [], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA""], [], [], [], [""IDA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], []]",nucleolus,GO:0005730,2.909050023747261e-05,"[""GO:0031981"", ""GO:0043232""]",0.1658291457286432,query_1,199,0.043941411451398134,True,GO:CC,751,300,12,Entinostat,all_selected,1019 | 55143 | 79080 | 2237 | 54555 | 54606 | 5036 | 51491 | 54982 | 23246 | 4839 | 9079 | 705 | 27000 | 5888 | 641 | 10248 | 23029 | 5901 | 54663 | 56342 | 5997 | 55226 | 56915 | 57109 | 79050 | 55388 | 7153 | 55299 | 5725 | 1736 | 10799 | 6629,IDA | IEA | IBA | TAS | HDA | IMP | NAS | ISS,5.0
"""Catalytic activity that acts to modify a nucleic acid."" [GOC:pg]",11154,9383,27,"[[], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [""IEA""], [], [], [""EXP"", ""IEA""], [], [], [], [""IDA"", ""IEA""], [], [], [], [""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [""NAS""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [""IDA"", ""IMP"", ""IEA""], [], [], [], [], [], [""IDA""], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [""TAS""], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","catalytic activity, acting on a nucleic acid",GO:0140640,2.978879177743065e-06,"[""GO:0003824""]",0.135678391959799,query_1,199,0.06585365853658537,True,GO:MF,410,9383,1,Entinostat,all_selected,2237 | 4171 | 80324 | 55621 | 54555 | 54606 | 9156 | 3978 | 4839 | 4176 | 5888 | 641 | 10248 | 2193 | 55226 | 56915 | 57109 | 4830 | 7153 | 5111 | 4173 | 9401 | 54107 | 4172 | 1736 | 55661 | 10799,IDA | IMP | IBA | TAS | IEA | EXP | ISS | NAS,1.0
"""Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5."" [ISBN:0198506732]",11154,2944,23,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [""EXP"", ""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IEA""], [""IBA"", ""IEA""], [], [""ISS"", ""IBA"", ""IEA""], [""TAS"", ""IEA""], [], [], [], [], [], [], [], [""EXP"", ""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP""], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IEA""], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",isomerase activity,GO:0016853,5.793017085162134e-06,"[""GO:0003824""]",0.11557788944723618,query_1,199,0.07098765432098765,True,GO:MF,324,2944,1,Entinostat,all_selected,4171 | 80324 | 3835 | 54555 | 10112 | 9928 | 54606 | 5730 | 5478 | 4176 | 5888 | 641 | 4282 | 4629 | 7153 | 5740 | 4173 | 7167 | 9401 | 4172 | 56992 | 1736 | 55661,IBA | IEA | EXP | IDA | IMP | TAS | ISS | NAS,2.0
"""Binding to an RNA molecule or a portion thereof."" [GOC:jl, GOC:mah]",11154,333,44,"[[], [], [], [], [], [], [], [], [], [], [""IDA"", ""TAS"", ""IEA""], [""HDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""HDA"", ""IEA""], [], [""IPI"", ""HDA"", ""IEA""], [""HDA"", ""IEA""], [], [], [], [""HDA"", ""IEA""], [], [], [], [""IDA"", ""HDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""HDA""], [], [""HDA"", ""IEA""], [], [""HDA"", ""IEA""], [], [""HDA""], [], [], [""IDA"", ""IEA""], [""HDA""], [""HDA"", ""IEA""], [], [], [], [], [], [""HDA"", ""IBA""], [""HDA""], [], [], [], [], [], [], [], [], [], [], [], [""HDA"", ""IBA""], [""IDA"", ""HDA"", ""IEA""], [], [], [""HDA"", ""IBA"", ""IEA""], [""IDA"", ""HDA""], [""HDA"", ""IEA""], [], [""HDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""IDA""], [], [""HDA"", ""IBA""], [], [], [], [], [""IBA""], [], [""HDA""], [], [], [""HDA""], [], [], [], [], [""HDA""], [], [], [], [], [], [""HDA""], [], [], [], [], [], [], [""HDA"", ""IBA"", ""IEA""], [], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [], [], [], [], [], [""IDA"", ""HDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""HDA""], [], [], [], [""HDA""], [""HDA"", ""IBA"", ""IEA""], [], [], [], [], [], [""IPI"", ""HDA"", ""TAS"", ""IEA""], [], [], [""HDA""], [], [""HDA""], [], [], [""ISS"", ""IEA""], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [""HDA""], [], [], [], [], [""IDA"", ""HDA"", ""IBA"", ""IEA""], [""HDA""], [""IBA"", ""IEA""], [], [], [], [], []]",RNA binding,GO:0003723,0.0002559692149945159,"[""GO:0003676""]",0.22110552763819097,query_1,199,0.037037037037037035,True,GO:MF,1188,333,2,Entinostat,all_selected,10635 | 79080 | 80324 | 6628 | 55621 | 54555 | 54606 | 5478 | 5036 | 22827 | 51491 | 8662 | 23246 | 4839 | 705 | 27000 | 9238 | 10248 | 23029 | 5901 | 2193 | 56342 | 7298 | 55226 | 56915 | 57109 | 79050 | 4830 | 7153 | 55299 | 11338 | 5725 | 65005 | 79169 | 6627 | 1736 | 10915 | 6183 | 4521 | 10799 | 3068 | 6631 | 9898 | 6629,IDA | TAS | IEA | HDA | IPI | IBA | ISS,3.0
"""Binding to single-stranded DNA."" [GOC:elh, GOC:vw, PMID:22976174]",11154,325,10,"[[], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",single-stranded DNA binding,GO:0003697,0.0006600708949873736,"[""GO:0003677""]",0.05025125628140704,query_1,199,0.10869565217391304,True,GO:MF,92,325,6,Entinostat,all_selected,10635 | 4171 | 4176 | 5888 | 641 | 57109 | 55388 | 4173 | 9401 | 4172,IDA | IBA | TAS | ISS | IEA | IMP,4.0
"""Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."" [GOC:pr, GOC:rn, PMID:7877684, PMID:9442875]",11154,2754,6,"[[], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",cyclin-dependent protein serine/threonine kinase regulator activity,GO:0016538,0.0024922678958320525,"[""GO:0019914""]",0.03015075376884422,query_1,199,0.15384615384615385,True,GO:MF,39,2754,3,Entinostat,all_selected,1019 | 9133 | 890 | 891 | 1164 | 10983,TAS | IBA | IEA | IDA,5.0
Cell cycle,11154,39011,16,"[[], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], [""KEGG""], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Cell cycle,KEGG:04110,2.586929025881238e-07,"[""KEGG:00000""]",0.08040201005025126,query_1,199,0.12307692307692308,True,KEGG,130,273,25,Entinostat,all_selected,1019 | 4171 | 9133 | 5347 | 890 | 10403 | 4176 | 81620 | 891 | 990 | 993 | 991 | 5111 | 4173 | 699 | 4172,KEGG,1.0
DNA replication,11154,38957,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA replication,KEGG:03030,1.196560247563454e-05,"[""KEGG:00000""]",0.04020100502512563,query_1,199,0.23529411764705882,True,KEGG,34,219,26,Entinostat,all_selected,2237 | 4171 | 3978 | 4176 | 5111 | 4173 | 54107 | 4172,KEGG,2.0
Progesterone-mediated oocyte maturation,11154,39123,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [""KEGG""], [""KEGG""], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Progesterone-mediated oocyte maturation,KEGG:04914,0.003965084263672673,"[""KEGG:00000""]",0.04020100502512563,query_1,199,0.10666666666666667,True,KEGG,75,385,27,Entinostat,all_selected,3835 | 9133 | 5347 | 890 | 6790 | 891 | 993 | 699,KEGG,3.0
Tyrosine metabolism,11154,38780,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Tyrosine metabolism,KEGG:00350,0.011012829418321525,"[""KEGG:00000""]",0.02512562814070352,query_1,199,0.16129032258064516,True,KEGG,31,42,28,Entinostat,all_selected,125 | 316 | 4282 | 4128 | 8639,KEGG,4.0
Spliceosome,11154,38958,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [""KEGG""], [], [""KEGG""], [], [], [], [], []]",Spliceosome,KEGG:03040,0.024937323039073953,"[""KEGG:00000""]",0.04020100502512563,query_1,199,0.0761904761904762,True,KEGG,105,220,29,Entinostat,all_selected,6628 | 22827 | 11338 | 6627 | 10915 | 8896 | 6631 | 6629,KEGG,5.0
Cell Cycle,11154,39661,43,"[[], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [], [], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [""REAC""], [""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [""REAC""], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Cell Cycle,REAC:R-HSA-1640170,2.9108823597592855e-15,"[""REAC:0000000""]",0.21608040201005024,query_1,199,0.08514851485148515,True,REAC,505,337,30,Entinostat,all_selected,1019 | 2305 | 55143 | 2237 | 332 | 11065 | 51659 | 5577 | 4171 | 9133 | 5347 | 10112 | 890 | 23397 | 9156 | 10403 | 3978 | 11339 | 27338 | 4176 | 81620 | 5888 | 79019 | 641 | 5901 | 6790 | 891 | 990 | 7298 | 993 | 55388 | 991 | 7153 | 79902 | 5111 | 11130 | 4173 | 699 | 220134 | 54107 | 4172 | 57405 | 1736,REAC,1.0
DNA Replication,11154,39789,15,"[[], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA Replication,REAC:R-HSA-69306,2.1383293951001013e-07,"[""REAC:0000000""]",0.07537688442211055,query_1,199,0.13513513513513514,True,REAC,111,465,30,Entinostat,all_selected,2237 | 11065 | 51659 | 4171 | 890 | 3978 | 27338 | 4176 | 81620 | 990 | 55388 | 5111 | 4173 | 54107 | 4172,REAC,2.0
